sbt1_1927,sbt1_1928,sbt1_1929,sbt1_1930,sbt1_1931,sbt1_1932,sbt1_1933,sbt1_1934,sbt1_1935,sbt1_1936,sbt1_1937,sbt1_1938,sbt1_1939,sbt1_1940,sbt1_1941,sbt1_1942,sbt1_1943,sbt1_1944,sbt1_1945,sbt1_1946,sbt1_1947,sbt1_1948,sbt1_1949,sbt1_1950,sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
20406.4,18220.6,16161.5,14186.7,12428.4,11218.9,10502,9819.67,8875.67,7821.14,7235.09,7022.78,6781.5,6693.93,6715.91,6712.4,6631.56,5873.05,4870.13,4217.37,3801.46,3544.68,3403.97,3347.21,3393.39,3381.63,3369.83,3315.31,3229.36,3102.8,2856.53,2615.83,2371.18,2157.78,2047.13,1996.24,1988.32,1935.91,1745.14,1483.96,1340.36,1371.86,1450.46,1337.82,1203.97,1203.89,1249.11,1281.9,1190.76,1111.45,1113.36,1101.99,1032.65,933.141,825.073,743.301,720.344,709.95,682.898,637.842,538.686,454.957,392.174,373.7,433.35,541.059,672.077,804.909,935.894,1078.33,1242.64,1437.64,1672.98,1940.87,2229.24,2566.01,2573.7
21025.8,18741.1,16065.7,14156,12682.9,11639.2,10971.2,10055.3,9016.98,8005.81,7343.15,7055.19,6575.57,6334.35,6439.44,6613.01,6838.77,6364.15,5542.21,4588.33,3887.49,3435.88,2987.19,2992.94,3300.61,3312.9,3293.85,3310.99,3166,2870.44,2625.62,2416.01,2252.94,2151.24,1946.89,1839.05,1893.73,1916.81,1753.82,1481.47,1305.92,1318.03,1403.04,1265.2,1131.95,1142.5,1219.11,1269.51,1163.47,1100.75,1108.77,1083.12,994.454,901.718,815.125,720.31,684.649,670.486,661.836,603.707,497.052,423.269,373.215,366.401,414.516,506.985,625.083,753.532,885.585,1024.54,1180.78,1364.43,1586.59,1833.9,2102.78,2431.62,2438.73
21181.2,19083,16737,14802.1,12831.8,11191.3,9988.31,9133.8,8194.45,7351.89,6949.06,6669.72,6057.2,5843.57,6032.63,6188.52,6379.97,5812.02,4970.24,4076.01,3599.15,3388.38,3002.63,2917.12,3067.19,2854.5,2705.34,2621.2,2641.37,2637.81,2576.75,2349.22,2159.23,1879.68,1621.12,1728.93,1952.11,1837.86,1505.18,1329.11,1276.04,1344.85,1411.71,1269.61,1167.22,1140.36,1201.76,1283.19,1170.48,1132.68,1168.86,1119.35,1049.73,928.353,830.406,771.947,724.409,692.922,678.724,614.566,519.162,452.395,394.281,388.044,436.505,525.579,648.158,777.331,911.407,1057.46,1214.53,1399.23,1625.01,1878.87,2152.04,2477.52,2485.14
20937.8,18424.5,15607.4,13400.8,11611.2,10341.3,9508.64,9084.61,8336.27,7426.51,6715.46,6413.49,5869.25,5581.48,5911.29,6395.42,6758.94,6230.61,5239.16,4000.97,3578.61,3360.64,2789.03,2770.82,2879.98,2539.77,2416.78,2442.37,2587.6,2654.08,2616.66,2530.98,2382.01,1895.8,1435.05,1506.77,1753.92,1666.37,1407.82,1325.94,1276.92,1338.21,1401.88,1270.43,1205.98,1195.53,1277,1347.08,1193.8,1153.71,1213.21,1172.95,1118.12,981.055,844.792,790.982,761.448,722.274,687.475,611.58,527.54,469.107,405.543,384.999,428.592,515.464,634.123,772.459,913.754,1064.02,1224.98,1415.01,1644.01,1907.14,2190.54,2526.67,2533.83
21073,18500.7,15767.3,13550.9,11901.6,10900.2,10021.3,9330.95,8069.94,6802.44,6349.5,6292.24,5401.58,4964.39,5168.08,5491.79,5898.2,5597.54,5110.33,4421.16,3875.97,2932.4,2148.53,2196.63,2574.58,2708.55,2735.21,2783.61,3018.39,2927.92,2666.57,2657.87,2454.62,1615.45,1148.33,1396.91,1833.92,1973.95,1763.81,1491.07,1347.94,1399.7,1360.77,1216.9,1157.43,1139.98,1209.59,1243.04,1142.46,1143.13,1188.24,1165.54,1075.29,967.358,850.419,753.742,734.093,712.084,654.859,583.766,525.196,465.47,403.972,379.389,423.288,507.87,612.951,754.601,899.594,1049.16,1210.61,1395.31,1623.16,1885.02,2164.21,2507.62,2512.91
21786.9,19301.5,16652.5,14708.3,13492.5,12580.9,11492.5,10455.3,8548.06,6986.77,6550.81,6444.76,5819.72,5553.24,5561.39,5947.72,6633.84,6074.21,5483.72,4792.38,4203.91,3002.9,1921.62,1926.48,2184.28,2268.25,2358.13,2561.77,2879.96,2754.79,2451.56,2471.58,2333.31,1659.26,1096.55,1264.91,1747.5,1879.33,1673.21,1378.86,1207.83,1330.64,1249.83,1083.67,1046.94,1049.97,1112.66,1145.36,1049.16,1055.75,1109.04,1076.37,1001.08,893.792,811.258,707.756,680.142,687.827,635.987,581.35,517.572,451.201,374.433,339.325,393.088,479.547,572.468,699.435,836.265,972.047,1115.8,1283.68,1495.66,1742.52,2001.94,2313.57,2318.95
22493.6,19633.4,16668.7,14723.6,13491.5,12698.9,11897.2,11093.5,8637.43,6513.73,6054.15,6123.84,5381.58,5004.27,5239.21,5774.34,6549.38,6272.28,5622.74,4966.98,4417.69,3792.41,2648.63,2305.46,2427.85,2383.74,2406.27,2699.95,3155.86,2671.61,2118.28,2159.29,2119.44,1623.71,1136.09,1276.73,1765.19,1978.17,1848.31,1515.39,1275.73,1365.12,1321.13,1160,1081.55,1068.9,1136.58,1144.1,1040.26,1034.99,1094.51,1049.48,993.192,909.298,780.345,685.139,687.199,680.361,618.056,552.182,489.541,427.066,359.088,349.142,400.918,475.026,573.707,704.367,844.022,983.265,1129.94,1297.25,1506.58,1759.59,2024.37,2337.46,2342.8
22493.6,19633.4,16668.7,14723.6,13491.5,12698.9,11897.2,11093.5,8637.43,6513.73,6054.15,6123.84,5381.58,5004.27,5239.21,5774.34,6549.38,6272.28,5622.74,4966.98,4417.69,3792.41,2648.63,2305.46,2427.85,2383.74,2406.27,2699.95,3155.86,2671.61,2118.28,2159.29,2119.44,1623.71,1136.09,1276.73,1765.19,1978.17,1848.31,1515.39,1275.73,1365.12,1321.13,1160,1081.55,1068.9,1136.58,1144.1,1040.26,1034.99,1094.51,1049.48,993.192,909.298,780.345,685.139,687.199,680.361,618.056,552.182,489.541,427.066,359.088,349.142,400.918,475.026,573.707,704.367,844.022,983.265,1129.94,1297.25,1506.58,1759.59,2024.37,2337.46,2342.8
21851.4,18490.1,15351.7,13813.6,12853.2,12098.7,11401.4,10720.6,8192.48,6244.59,5936.44,5883.71,5294.06,5098.38,5305.66,5820.43,6569.44,6139.18,5204,4243.24,3907.43,3745.68,3022.15,2658.24,2744.41,2609.37,2476.65,2717.04,3207.39,2924.32,2407.58,2426.49,2289.92,1685.2,1115.75,1283.5,1833.73,1999.25,1932.73,1690.76,1406.32,1485.15,1492.46,1308.32,1186.18,1178.75,1247.12,1218.38,1137.43,1158.4,1194.5,1164.31,1120.66,992.571,847.982,732.573,724.865,722.314,649.423,571.651,515.388,463.463,381.915,369.351,410.721,479.477,599.134,746.383,898.543,1047.33,1203.04,1384.73,1611.18,1885.83,2174.2,2500.16,2506.47
20296.6,16665.2,13369.2,12227.3,11439.1,10677.4,10248.4,9653.8,7583.64,5668.98,5183.25,5069.02,4591.07,4537.88,4899.95,5551.97,6238.8,5821.93,5155.79,4614.36,4543.61,4029.98,2812.92,2445.59,2666.12,2575.99,2338.65,2466.19,2867.04,2698.3,2343.48,2441.57,2378.2,1724.62,1238.59,1426.23,1930.43,1921.31,1789.51,1632.17,1357.82,1414.42,1448.21,1243.65,1158.93,1133.61,1184.91,1105.85,985.6,1030.2,1110.38,1104.72,1052.34,929.451,798.71,705.372,704.313,694.064,613.902,535.002,482.196,442.026,356.265,329.292,358.397,413.612,513.197,640.158,775.439,906.183,1043.89,1206.73,1413.17,1664.51,1928.58,2231.4,2237.35
20139.8,16272.8,12981.2,11869.3,10934.8,10153.8,9575.3,8812.52,7312.42,5213.03,4333.32,4471.53,4624.08,4940.36,5359.32,5800.24,6304.53,5713.73,4925.49,4662.44,4805.75,4310.82,2954.61,2672.49,2966.72,2997.35,2853.39,3023.86,3450.53,2900.06,2455.2,2675.28,2462.69,1720.82,1194.38,1355.4,1839.96,1970.88,1835.02,1659.3,1452.48,1479.22,1474.15,1236.18,1159.68,1197.56,1262.57,1131.95,1007.45,1043.6,1101.95,1129.68,1097.77,988.183,835.4,730.704,733.224,720.535,635.383,557.382,516.815,451.802,360.857,349.215,396.356,459.84,533.683,643.768,793.589,942.916,1099.92,1284.62,1504.01,1765.24,2044.8,2367.26,2375.26
19890.5,16502.2,13634.7,12308.4,11008.4,10218.1,9659.75,9114.46,7771.37,5428.57,4520.76,4653.91,4664.45,4787.23,5164.5,5567.34,5913.35,5641.66,4878.15,4266.46,4173.83,3605.85,2564.23,2336.41,2452.38,2521.79,2506.47,2652.64,3080.88,2557.81,2133.32,2361.39,2294.54,1859.93,1372.14,1444.09,1794.26,1656.85,1379.23,1328.62,1335.35,1408.11,1472.98,1276.62,1202.85,1207.48,1219.42,1112.44,1023.15,1054.32,1126.34,1183.05,1122.53,958.943,846.46,742.245,739.778,760.181,692.547,618.603,565.726,481.474,374.843,346.168,398.727,480.979,575.419,704.192,856.083,1005.83,1160.38,1342.16,1571.33,1845.74,2138.02,2481.37,2487.56
